x=sensor temperature [°C], y= Integrationtime [ms], z=counts
NOTE:in the raw data .csv files Integrationtime is given in microseconds instead of milliseconds
thus the Integrationtime has to be devided by 1000 before using it as "y" with this calibration file 
z(x,y)= p00 + p10*x + p01*y + p20*x^2 + p11*x*y + p30*x^3 + p21*x^2*y
wvlngth	adjstRsq	p00	p10	p01	p20	p11	p30	p21
651.701000	9.985627e-01	1408.668428	1.121049e+01	0.026760	-4.475336e-01	-0.002945	5.661396e-03	0.000102	
652.180000	9.992050e-01	1391.643041	1.336559e+01	0.033227	-5.353282e-01	-0.003391	6.807584e-03	0.000127	
652.658000	9.968645e-01	1435.647405	7.926416e+00	0.018992	-3.213786e-01	-0.002204	4.097421e-03	0.000074	
653.137000	9.924710e-01	1416.641149	1.042964e+01	0.019895	-4.228785e-01	-0.002908	5.414261e-03	0.000085	
653.616000	9.987777e-01	1410.714315	1.100957e+01	0.026623	-4.423710e-01	-0.002955	5.631958e-03	0.000105	
654.095000	9.876996e-01	1433.206984	8.410048e+00	0.016164	-3.415887e-01	-0.002727	4.332285e-03	0.000078	
654.573000	9.975091e-01	1429.025516	8.756101e+00	0.023323	-3.522029e-01	-0.002811	4.479844e-03	0.000093	
655.052000	9.848191e-01	1418.967944	9.792716e+00	0.020207	-3.882635e-01	-0.002785	4.871086e-03	0.000078	
655.531000	9.987688e-01	1423.215575	9.334874e+00	0.027546	-3.722999e-01	-0.003202	4.679686e-03	0.000115	
656.010000	9.989632e-01	1391.869362	1.308935e+01	0.029452	-5.173991e-01	-0.003222	6.492865e-03	0.000114	
656.489000	9.984526e-01	1418.936118	9.806330e+00	0.026577	-3.910202e-01	-0.002880	4.944991e-03	0.000102	
656.968000	9.981651e-01	1412.379861	1.075470e+01	0.025384	-4.300285e-01	-0.003011	5.444495e-03	0.000101	
657.447000	9.812969e-01	1418.732784	1.012617e+01	0.017744	-4.090399e-01	-0.003100	5.215440e-03	0.000084	
657.925000	9.984498e-01	1421.338069	9.720094e+00	0.023986	-3.919572e-01	-0.002657	4.988707e-03	0.000094	
658.405000	9.978369e-01	1409.166853	1.087324e+01	0.024295	-4.308462e-01	-0.002721	5.416148e-03	0.000091	
658.884000	9.981352e-01	1413.237939	1.073018e+01	0.024718	-4.302739e-01	-0.002902	5.461018e-03	0.000101	
659.363000	8.720198e-01	1427.360892	8.831738e+00	0.013946	-3.550322e-01	-0.001902	4.502907e-03	0.000046	
659.842000	9.978205e-01	1432.972273	8.175381e+00	0.020389	-3.293279e-01	-0.002272	4.179097e-03	0.000081	
660.321000	9.983925e-01	1414.060894	1.071407e+01	0.026340	-4.303313e-01	-0.003126	5.469878e-03	0.000106	
660.800000	9.988265e-01	1406.419274	1.130241e+01	0.030092	-4.470702e-01	-0.003139	5.626049e-03	0.000114	
661.279000	9.992567e-01	1402.609115	1.190653e+01	0.031810	-4.766695e-01	-0.003253	6.047430e-03	0.000121	
661.759000	9.987686e-01	1392.497153	1.340831e+01	0.029507	-5.416988e-01	-0.003178	6.947361e-03	0.000115	
662.238000	9.990290e-01	1411.303629	1.079043e+01	0.028199	-4.275599e-01	-0.002937	5.365310e-03	0.000108	
662.717000	9.991373e-01	1386.196473	1.390104e+01	0.033268	-5.557387e-01	-0.003528	7.062815e-03	0.000128	
663.197000	9.928891e-01	1430.529456	8.425614e+00	0.018136	-3.340030e-01	-0.002718	4.171519e-03	0.000083	
663.676000	9.989369e-01	1404.691191	1.164141e+01	0.029386	-4.649642e-01	-0.003051	5.887071e-03	0.000110	
664.155000	9.829154e-01	1442.106385	7.129757e+00	0.015100	-2.921864e-01	-0.001966	3.744751e-03	0.000055	
664.635000	9.983892e-01	1421.999030	9.717666e+00	0.024006	-3.939180e-01	-0.002720	5.022681e-03	0.000095	
665.114000	9.989226e-01	1399.290006	1.234854e+01	0.029490	-4.938514e-01	-0.003083	6.261671e-03	0.000111	
665.594000	9.985665e-01	1419.533727	9.891831e+00	0.025922	-3.974324e-01	-0.002680	5.042857e-03	0.000096	
666.073000	9.990477e-01	1406.617837	1.160443e+01	0.029553	-4.692893e-01	-0.003078	5.997831e-03	0.000112	
666.553000	9.987297e-01	1417.278237	1.032860e+01	0.024509	-4.211843e-01	-0.002582	5.408167e-03	0.000096	
667.033000	9.989067e-01	1398.661830	1.249299e+01	0.029328	-5.002252e-01	-0.003098	6.349013e-03	0.000112	
667.512000	9.974781e-01	1439.025327	7.672539e+00	0.020739	-3.157351e-01	-0.002466	4.057034e-03	0.000083	
667.992000	9.985809e-01	1407.208526	1.118487e+01	0.026847	-4.443173e-01	-0.003020	5.595470e-03	0.000104	
668.472000	9.989589e-01	1395.315129	1.283503e+01	0.030426	-5.125601e-01	-0.003234	6.488132e-03	0.000118	
668.951000	9.988067e-01	1417.461054	1.028677e+01	0.026093	-4.157691e-01	-0.002898	5.295266e-03	0.000105	
669.431000	9.945079e-01	1416.535685	1.013862e+01	0.019398	-4.041240e-01	-0.002470	5.092584e-03	0.000076	
669.911000	9.990228e-01	1399.392040	1.235940e+01	0.029397	-4.953970e-01	-0.003119	6.291126e-03	0.000113	
670.391000	9.987008e-01	1406.476660	1.132745e+01	0.027640	-4.508047e-01	-0.002985	5.685550e-03	0.000105	
670.871000	9.973512e-01	1442.687448	7.291350e+00	0.006365	-3.021986e-01	-0.002513	3.905657e-03	0.000044	
671.351000	9.990448e-01	1405.922216	1.152490e+01	0.029450	-4.623336e-01	-0.003028	5.868887e-03	0.000114	
671.831000	9.982372e-01	1414.054805	1.045080e+01	0.025921	-4.187131e-01	-0.002939	5.281186e-03	0.000100	
672.311000	9.991828e-01	1400.916656	1.219625e+01	0.031039	-4.885677e-01	-0.003310	6.198892e-03	0.000122	
672.791000	9.989462e-01	1400.433446	1.216109e+01	0.028858	-4.831546e-01	-0.003092	6.079632e-03	0.000110	
673.271000	9.987305e-01	1415.461227	1.055102e+01	0.027178	-4.272550e-01	-0.002987	5.459842e-03	0.000106	
673.751000	9.983848e-01	1431.678355	8.367905e+00	0.022249	-3.349630e-01	-0.002438	4.210708e-03	0.000090	
674.231000	9.992044e-01	1392.754802	1.322712e+01	0.031996	-5.311822e-01	-0.003281	6.765451e-03	0.000122	
674.711000	9.984945e-01	1399.752945	1.222882e+01	0.027788	-4.865055e-01	-0.002959	6.140838e-03	0.000103	
675.191000	9.989575e-01	1406.870405	1.143377e+01	0.029063	-4.589130e-01	-0.003091	5.834010e-03	0.000112	
675.671000	9.284663e-01	1438.120764	7.536723e+00	0.011154	-3.043018e-01	-0.001877	3.842539e-03	0.000044	
676.152000	9.975808e-01	1414.838324	1.033614e+01	0.024445	-4.142047e-01	-0.002718	5.245976e-03	0.000093	
676.632000	9.972854e-01	1424.748543	9.189215e+00	0.022069	-3.698826e-01	-0.002643	4.690085e-03	0.000085	
677.112000	9.990739e-01	1405.394541	1.162089e+01	0.028810	-4.656098e-01	-0.003161	5.899539e-03	0.000114	
677.593000	9.985279e-01	1409.472545	1.120681e+01	0.026616	-4.511962e-01	-0.002945	5.741279e-03	0.000102	
678.073000	9.985754e-01	1412.386650	1.086068e+01	0.026506	-4.403561e-01	-0.003013	5.634039e-03	0.000105	
678.553000	9.986193e-01	1415.973471	1.031631e+01	0.025200	-4.168048e-01	-0.002636	5.307210e-03	0.000097	
679.034000	9.954123e-01	1414.723515	1.051121e+01	0.021134	-4.246874e-01	-0.002793	5.419692e-03	0.000086	
679.514000	9.979147e-01	1406.410086	1.153486e+01	0.024251	-4.655410e-01	-0.002922	5.943385e-03	0.000096	
679.995000	9.985510e-01	1413.071988	1.039091e+01	0.026438	-4.100827e-01	-0.002879	5.129100e-03	0.000101	
680.476000	9.986633e-01	1406.464540	1.143207e+01	0.027819	-4.584822e-01	-0.003085	5.807947e-03	0.000109	
680.956000	9.992633e-01	1389.537042	1.356941e+01	0.033645	-5.441763e-01	-0.003548	6.912068e-03	0.000131	
681.437000	9.990392e-01	1413.874343	1.063926e+01	0.029036	-4.298875e-01	-0.003117	5.477371e-03	0.000113	
681.917000	9.984797e-01	1414.452175	1.055914e+01	0.025439	-4.273675e-01	-0.002776	5.456207e-03	0.000097	
682.398000	9.961544e-01	1422.886763	9.466019e+00	0.019176	-3.821070e-01	-0.002330	4.863333e-03	0.000076	
682.879000	9.986784e-01	1414.055538	1.056692e+01	0.026945	-4.240666e-01	-0.003076	5.370947e-03	0.000109	
683.360000	9.983837e-01	1424.968762	9.245850e+00	0.024566	-3.715435e-01	-0.002808	4.698781e-03	0.000098	
683.840000	9.990101e-01	1397.269501	1.262879e+01	0.030217	-5.067856e-01	-0.003198	6.438547e-03	0.000115	
684.321000	9.890999e-01	1413.403863	1.053792e+01	0.019012	-4.211131e-01	-0.002647	5.324645e-03	0.000075	
684.802000	9.980330e-01	1408.572697	1.119738e+01	0.024911	-4.497811e-01	-0.002751	5.703170e-03	0.000093	
685.283000	9.986892e-01	1415.041514	1.062827e+01	0.025769	-4.323427e-01	-0.002893	5.548938e-03	0.000105	
685.764000	9.990146e-01	1396.688472	1.264583e+01	0.030818	-5.064695e-01	-0.003184	6.420152e-03	0.000115	
686.245000	9.984735e-01	1416.533853	1.030329e+01	0.024887	-4.155226e-01	-0.002772	5.280206e-03	0.000096	
686.726000	9.956866e-01	1408.299602	1.115034e+01	0.021121	-4.456357e-01	-0.002532	5.654668e-03	0.000080	
687.207000	9.985427e-01	1404.441088	1.179157e+01	0.026493	-4.794755e-01	-0.002830	6.167470e-03	0.000101	
687.688000	9.981038e-01	1411.528608	1.084277e+01	0.024677	-4.342694e-01	-0.003036	5.490707e-03	0.000102	
688.169000	9.839028e-01	1432.687621	8.332031e+00	0.015907	-3.393164e-01	-0.002216	4.335743e-03	0.000062	
688.650000	9.983085e-01	1424.944178	9.176132e+00	0.023357	-3.667830e-01	-0.002730	4.615375e-03	0.000094	
689.131000	9.973072e-01	1423.066985	9.496083e+00	0.021565	-3.835771e-01	-0.002538	4.873380e-03	0.000086	
689.612000	9.973288e-01	1416.167586	1.034432e+01	0.021822	-4.171231e-01	-0.002542	5.292880e-03	0.000086	
690.094000	9.992275e-01	1405.355452	1.167029e+01	0.031747	-4.696677e-01	-0.003296	5.966878e-03	0.000124	
690.575000	9.994266e-01	1400.587076	1.216441e+01	0.035996	-4.872614e-01	-0.003648	6.176876e-03	0.000139	
691.056000	9.989486e-01	1392.930762	1.311963e+01	0.030773	-5.265617e-01	-0.003242	6.695171e-03	0.000115	
691.537000	9.988856e-01	1405.564953	1.168676e+01	0.027694	-4.734313e-01	-0.003007	6.053948e-03	0.000108	
692.019000	9.981124e-01	1417.607502	1.001096e+01	0.024503	-3.972435e-01	-0.002803	4.972182e-03	0.000093	
692.500000	9.983534e-01	1417.042540	1.011865e+01	0.026524	-4.056191e-01	-0.003061	5.129931e-03	0.000104	
692.982000	9.737936e-01	1421.555896	9.645181e+00	0.014357	-3.914214e-01	-0.002567	4.991896e-03	0.000058	
693.463000	9.979477e-01	1421.449491	9.691864e+00	0.022404	-3.905818e-01	-0.002809	4.958436e-03	0.000095	
693.944000	9.985502e-01	1423.739072	9.164882e+00	0.024319	-3.640182e-01	-0.002607	4.577665e-03	0.000096	
694.426000	9.987125e-01	1402.322513	1.192462e+01	0.028499	-4.750798e-01	-0.003111	5.990662e-03	0.000109	
694.908000	9.990278e-01	1406.527694	1.144875e+01	0.027560	-4.610234e-01	-0.002911	5.855588e-03	0.000108	
695.389000	9.985532e-01	1401.922281	1.193257e+01	0.026623	-4.787928e-01	-0.002820	6.092365e-03	0.000104	
695.871000	9.990438e-01	1399.999253	1.214105e+01	0.032146	-4.834160e-01	-0.003261	6.090153e-03	0.000124	
696.352000	9.990839e-01	1398.331464	1.223675e+01	0.032058	-4.871403e-01	-0.003233	6.138769e-03	0.000121	
696.834000	9.972152e-01	1429.534825	8.582927e+00	0.021794	-3.424301e-01	-0.002606	4.279092e-03	0.000085	
697.316000	9.969367e-01	1427.508851	9.055140e+00	0.020355	-3.697617e-01	-0.002428	4.733867e-03	0.000080	
697.798000	9.975946e-01	1408.684972	1.102835e+01	0.023510	-4.369154e-01	-0.002701	5.476224e-03	0.000089	
698.279000	9.983216e-01	1437.262078	7.719276e+00	0.021141	-3.166482e-01	-0.002355	4.059605e-03	0.000088	
698.761000	9.984217e-01	1417.983709	1.006300e+01	0.025453	-4.055058e-01	-0.002774	5.141508e-03	0.000098	
699.243000	9.987161e-01	1396.162203	1.262565e+01	0.030703	-5.012589e-01	-0.003389	6.294032e-03	0.000115	
699.725000	9.974337e-01	1425.651271	9.125356e+00	0.022346	-3.692755e-01	-0.002628	4.688275e-03	0.000087	
700.207000	9.989047e-01	1406.055451	1.156914e+01	0.028649	-4.622519e-01	-0.003226	5.835361e-03	0.000115	
700.689000	9.974463e-01	1422.966606	9.532049e+00	0.021745	-3.863783e-01	-0.002461	4.930257e-03	0.000082	
701.171000	9.983405e-01	1399.930876	1.210675e+01	0.030357	-4.831021e-01	-0.003357	6.097560e-03	0.000110	
701.653000	9.825632e-01	1425.462412	9.116925e+00	0.017125	-3.685295e-01	-0.002488	4.676061e-03	0.000069	
702.135000	9.982587e-01	1427.996439	8.787545e+00	0.024738	-3.543366e-01	-0.002806	4.484411e-03	0.000096	
702.617000	9.353301e-01	1431.899196	8.335801e+00	0.013524	-3.375075e-01	-0.002302	4.280885e-03	0.000059	
703.099000	9.929422e-01	1426.213990	9.072141e+00	0.019499	-3.675245e-01	-0.002599	4.683189e-03	0.000078	
703.581000	9.987449e-01	1412.357876	1.085602e+01	0.025913	-4.410470e-01	-0.002861	5.649121e-03	0.000103	
704.063000	9.985530e-01	1417.524296	1.009481e+01	0.024829	-4.088399e-01	-0.002735	5.202840e-03	0.000097	
704.546000	9.987738e-01	1406.846509	1.128472e+01	0.027815	-4.571350e-01	-0.002913	5.774046e-03	0.000106	
705.028000	9.978409e-01	1416.224109	1.004913e+01	0.023234	-4.018547e-01	-0.002635	5.061687e-03	0.000089	
705.510000	9.988092e-01	1423.827836	9.323738e+00	0.024954	-3.781634e-01	-0.002751	4.813780e-03	0.000102	
705.992000	9.986763e-01	1404.639848	1.160564e+01	0.028021	-4.625748e-01	-0.002990	5.836412e-03	0.000106	
706.475000	9.785274e-01	1440.571960	7.212772e+00	0.010580	-2.894284e-01	-0.001773	3.624323e-03	0.000035	
706.957000	9.980924e-01	1415.979143	1.044594e+01	0.023976	-4.229854e-01	-0.002818	5.392247e-03	0.000096	
707.440000	9.983458e-01	1415.839852	1.028072e+01	0.026913	-4.134532e-01	-0.003021	5.245436e-03	0.000104	
707.922000	9.989092e-01	1393.711894	1.304278e+01	0.031159	-5.270736e-01	-0.003275	6.722927e-03	0.000117	
708.404000	9.984025e-01	1407.071727	1.135906e+01	0.026572	-4.581025e-01	-0.002914	5.835418e-03	0.000102	
708.887000	9.988907e-01	1412.362789	1.064196e+01	0.027145	-4.261473e-01	-0.002876	5.381932e-03	0.000105	
709.369000	9.979309e-01	1422.817321	9.394326e+00	0.024535	-3.789584e-01	-0.002762	4.804919e-03	0.000096	
709.852000	9.608977e-01	1416.393853	1.022813e+01	0.015437	-4.148222e-01	-0.002816	5.302743e-03	0.000073	
710.335000	9.914729e-01	1440.242246	7.286649e+00	0.010606	-2.985082e-01	-0.002551	3.809466e-03	0.000054	
710.817000	9.985961e-01	1423.089655	9.333569e+00	0.024191	-3.754186e-01	-0.002802	4.752341e-03	0.000098	
711.300000	9.880340e-01	1387.154808	1.367501e+01	0.023472	-5.437908e-01	-0.003052	6.858292e-03	0.000084	
711.783000	9.988914e-01	1409.243015	1.103575e+01	0.030134	-4.414995e-01	-0.003181	5.558704e-03	0.000114	
712.265000	9.989918e-01	1431.084099	8.430543e+00	0.025980	-3.430059e-01	-0.002772	4.369940e-03	0.000105	
712.748000	9.986016e-01	1421.383346	9.333649e+00	0.024805	-3.714218e-01	-0.002639	4.635065e-03	0.000095	
713.231000	9.989814e-01	1404.692529	1.174371e+01	0.028524	-4.743523e-01	-0.003062	6.036780e-03	0.000112	
713.714000	9.992065e-01	1392.684194	1.312730e+01	0.032226	-5.259504e-01	-0.003285	6.665286e-03	0.000123	
714.197000	9.959546e-01	1417.073563	9.822882e+00	0.021254	-3.894213e-01	-0.002531	4.849361e-03	0.000080	
714.680000	9.987083e-01	1402.387573	1.196270e+01	0.029904	-4.807401e-01	-0.003157	6.105699e-03	0.000116	
715.163000	9.992540e-01	1397.420954	1.252260e+01	0.032028	-5.013689e-01	-0.003305	6.350201e-03	0.000123	
715.646000	9.986678e-01	1418.476931	9.756970e+00	0.027194	-3.916900e-01	-0.002959	4.946558e-03	0.000106	
716.129000	9.971052e-01	1404.810330	1.160602e+01	0.024563	-4.678160e-01	-0.003034	5.947546e-03	0.000096	
716.612000	9.977037e-01	1411.755432	1.075821e+01	0.023829	-4.323242e-01	-0.002938	5.466607e-03	0.000097	
717.095000	9.985779e-01	1406.343386	1.170783e+01	0.026772	-4.761889e-01	-0.003003	6.095778e-03	0.000106	
717.578000	9.969549e-01	1411.631335	1.065141e+01	0.021411	-4.264558e-01	-0.002708	5.363467e-03	0.000087	
718.061000	9.963176e-01	1432.018906	8.103713e+00	0.020876	-3.251613e-01	-0.002540	4.085512e-03	0.000082	
718.544000	9.974996e-01	1418.047493	9.933150e+00	0.025025	-4.001651e-01	-0.002985	5.060296e-03	0.000097	
719.027000	9.982406e-01	1398.111628	1.240582e+01	0.028665	-4.981817e-01	-0.003182	6.305141e-03	0.000108	
719.511000	9.990401e-01	1403.247122	1.182189e+01	0.029874	-4.775260e-01	-0.003199	6.066231e-03	0.000117	
719.994000	9.988643e-01	1407.719009	1.109028e+01	0.029598	-4.416608e-01	-0.003135	5.546784e-03	0.000111	
720.477000	9.984821e-01	1421.032746	9.622965e+00	0.025203	-3.909871e-01	-0.002707	4.980786e-03	0.000097	
720.961000	9.986268e-01	1409.062712	1.105726e+01	0.026980	-4.444551e-01	-0.002936	5.619910e-03	0.000104	
721.444000	9.852386e-01	1421.185746	9.630075e+00	0.016437	-3.919865e-01	-0.002545	5.000767e-03	0.000072	
721.927000	9.964317e-01	1408.760485	1.092586e+01	0.022098	-4.395258e-01	-0.002806	5.564818e-03	0.000088	
722.411000	9.991639e-01	1405.618244	1.178444e+01	0.030966	-4.827947e-01	-0.003247	6.215038e-03	0.000121	
722.894000	9.969422e-01	1404.156528	1.161719e+01	0.024868	-4.629128e-01	-0.003050	5.820364e-03	0.000097	
723.378000	9.985763e-01	1405.192348	1.178446e+01	0.028288	-4.817784e-01	-0.003039	6.189269e-03	0.000110	
723.861000	9.978723e-01	1413.996725	1.035475e+01	0.022859	-4.150971e-01	-0.002553	5.232789e-03	0.000088	
724.345000	9.987414e-01	1404.075834	1.169965e+01	0.027310	-4.757233e-01	-0.002861	6.089423e-03	0.000103	
724.829000	9.990377e-01	1411.258200	1.081365e+01	0.029517	-4.354294e-01	-0.003071	5.500417e-03	0.000114	
725.312000	9.987686e-01	1402.685667	1.189712e+01	0.028261	-4.803121e-01	-0.003052	6.107909e-03	0.000110	
725.796000	9.984495e-01	1409.205174	1.113175e+01	0.026113	-4.494151e-01	-0.002880	5.711969e-03	0.000100	
726.280000	9.986740e-01	1412.556966	1.063474e+01	0.027877	-4.290080e-01	-0.002928	5.436438e-03	0.000107	
726.763000	9.989280e-01	1406.951516	1.151623e+01	0.029638	-4.687218e-01	-0.003157	5.996359e-03	0.000116	
727.247000	9.993269e-01	1399.381884	1.229277e+01	0.033365	-4.947555e-01	-0.003411	6.263115e-03	0.000129	
727.731000	9.993173e-01	1390.202370	1.343331e+01	0.034086	-5.392734e-01	-0.003567	6.839376e-03	0.000133	
728.215000	9.989738e-01	1395.762604	1.265066e+01	0.031968	-5.075783e-01	-0.003303	6.426955e-03	0.000121	
728.699000	9.992176e-01	1394.273779	1.282025e+01	0.035193	-5.138691e-01	-0.003593	6.494265e-03	0.000132	
729.183000	9.988943e-01	1393.206002	1.315589e+01	0.030537	-5.356153e-01	-0.003202	6.844774e-03	0.000118	
729.666000	9.981277e-01	1415.052440	1.037891e+01	0.023938	-4.204945e-01	-0.002618	5.346651e-03	0.000092	
730.150000	9.986983e-01	1409.412185	1.107327e+01	0.025941	-4.492746e-01	-0.002803	5.720085e-03	0.000101	
730.634000	9.961162e-01	1418.048781	9.986905e+00	0.021514	-4.051857e-01	-0.002543	5.158156e-03	0.000084	
731.119000	9.991094e-01	1407.021402	1.144086e+01	0.030018	-4.658328e-01	-0.003225	5.970015e-03	0.000119	
731.603000	9.990607e-01	1407.327005	1.138359e+01	0.028337	-4.620235e-01	-0.002992	5.889722e-03	0.000110	
732.087000	9.954302e-01	1420.887835	9.476216e+00	0.020557	-3.802240e-01	-0.002469	4.781495e-03	0.000077	
732.571000	9.965967e-01	1423.402602	9.410342e+00	0.020948	-3.843614e-01	-0.002623	4.910884e-03	0.000086	
733.055000	9.548786e-01	1432.272617	8.160978e+00	0.015014	-3.331192e-01	-0.002409	4.237818e-03	0.000062	
733.539000	9.985572e-01	1418.456159	1.004095e+01	0.024827	-4.110655e-01	-0.002797	5.268884e-03	0.000098	
734.023000	9.973678e-01	1407.115318	1.142231e+01	0.024583	-4.624290e-01	-0.002892	5.882586e-03	0.000094	
734.508000	9.991353e-01	1376.357599	1.510323e+01	0.035241	-6.048918e-01	-0.003639	7.672063e-03	0.000133	
734.992000	9.985962e-01	1393.671284	1.293242e+01	0.028354	-5.213510e-01	-0.003200	6.635802e-03	0.000111	
735.476000	9.958058e-01	1416.408819	1.026342e+01	0.022281	-4.208496e-01	-0.002844	5.397914e-03	0.000088	
735.961000	9.982294e-01	1409.015477	1.122425e+01	0.024565	-4.596601e-01	-0.002855	5.901611e-03	0.000099	
736.445000	9.973950e-01	1401.309996	1.200006e+01	0.024454	-4.845486e-01	-0.002819	6.156776e-03	0.000094	
736.930000	9.964237e-01	1490.085698	1.214207e+00	0.010482	-6.929795e-02	-0.001602	9.988322e-04	0.000069	
737.414000	9.986609e-01	1395.166835	1.265174e+01	0.029788	-5.055817e-01	-0.003194	6.372394e-03	0.000112	
737.899000	9.989434e-01	1409.577332	1.103286e+01	0.029413	-4.462452e-01	-0.003300	5.672084e-03	0.000118	
738.383000	9.986378e-01	1415.711283	1.030309e+01	0.025962	-4.185088e-01	-0.002839	5.320789e-03	0.000100	
738.868000	9.984983e-01	1402.799958	1.185832e+01	0.027967	-4.771247e-01	-0.003100	6.045560e-03	0.000109	
739.352000	9.989351e-01	1394.792107	1.265307e+01	0.033241	-5.053037e-01	-0.003485	6.349266e-03	0.000124	
739.837000	9.990079e-01	1393.221164	1.305403e+01	0.031164	-5.294009e-01	-0.003398	6.772666e-03	0.000122	
740.322000	9.987947e-01	1402.798351	1.195393e+01	0.028585	-4.872362e-01	-0.003019	6.244034e-03	0.000110	
740.806000	9.988867e-01	1403.124334	1.185991e+01	0.027874	-4.794219e-01	-0.002950	6.102052e-03	0.000108	
741.291000	9.988123e-01	1404.980652	1.148752e+01	0.030150	-4.610639e-01	-0.003172	5.826925e-03	0.000115	
741.776000	9.980447e-01	1420.651565	9.539765e+00	0.028153	-3.832250e-01	-0.003056	4.816277e-03	0.000108	
742.261000	9.988880e-01	1415.062574	1.027583e+01	0.028866	-4.138564e-01	-0.003232	5.223335e-03	0.000114	
742.746000	9.988448e-01	1406.549891	1.146751e+01	0.028423	-4.641506e-01	-0.003042	5.905297e-03	0.000110	
743.230000	9.536816e-01	1432.395063	8.184829e+00	0.014169	-3.326559e-01	-0.002471	4.215487e-03	0.000058	
743.715000	9.942842e-01	1425.818140	9.027189e+00	0.021195	-3.656764e-01	-0.002612	4.636011e-03	0.000083	
744.200000	9.819437e-01	1425.204736	9.079234e+00	0.016820	-3.710789e-01	-0.002618	4.726440e-03	0.000073	
744.685000	9.984197e-01	1413.153322	1.060624e+01	0.025627	-4.304952e-01	-0.002992	5.485628e-03	0.000104	
745.170000	9.990152e-01	1399.297469	1.243034e+01	0.030292	-5.049630e-01	-0.003200	6.456829e-03	0.000118	
745.655000	9.974722e-01	1414.182893	1.060851e+01	0.023167	-4.356370e-01	-0.002740	5.615947e-03	0.000092	
746.140000	9.990629e-01	1407.647929	1.125362e+01	0.030430	-4.533594e-01	-0.003205	5.740763e-03	0.000121	
746.625000	9.969142e-01	1414.035303	1.036446e+01	0.022310	-4.161342e-01	-0.002714	5.240638e-03	0.000087	
747.111000	9.988569e-01	1402.723931	1.189661e+01	0.028956	-4.838473e-01	-0.003137	6.185706e-03	0.000114	
747.596000	9.983202e-01	1413.534919	1.058428e+01	0.024969	-4.320255e-01	-0.002833	5.529104e-03	0.000100	
748.081000	8.358316e-01	1438.523287	7.443628e+00	0.010574	-3.047097e-01	-0.001640	3.861690e-03	0.000040	
748.566000	9.987366e-01	1404.583022	1.158078e+01	0.029293	-4.687058e-01	-0.003332	5.964096e-03	0.000118	
749.051000	9.990690e-01	1399.067169	1.206291e+01	0.031540	-4.819298e-01	-0.003229	6.074856e-03	0.000120	
749.537000	9.984510e-01	1409.915959	1.103878e+01	0.026803	-4.457751e-01	-0.002911	5.650553e-03	0.000103	
750.022000	9.985623e-01	1403.871484	1.156572e+01	0.027361	-4.647871e-01	-0.002927	5.875702e-03	0.000104	
750.508000	9.977768e-01	1414.390520	1.044087e+01	0.024980	-4.203590e-01	-0.002850	5.314628e-03	0.000098	
750.993000	9.991207e-01	1389.443438	1.348441e+01	0.032440	-5.428934e-01	-0.003362	6.904689e-03	0.000125	
751.478000	9.987139e-01	1403.742394	1.162443e+01	0.027568	-4.658946e-01	-0.002975	5.876102e-03	0.000107	
751.964000	9.987514e-01	1406.451135	1.139500e+01	0.028632	-4.629245e-01	-0.002999	5.910458e-03	0.000110	
752.449000	9.932112e-01	1419.144419	9.946051e+00	0.018395	-4.060506e-01	-0.002596	5.193493e-03	0.000079	
752.935000	9.992740e-01	1404.112990	1.164953e+01	0.031679	-4.689739e-01	-0.003260	5.926270e-03	0.000123	
753.420000	9.534141e-01	1423.181209	9.330108e+00	0.015876	-3.793793e-01	-0.002355	4.814150e-03	0.000061	
753.906000	9.992481e-01	1401.461578	1.203861e+01	0.031887	-4.874966e-01	-0.003321	6.199988e-03	0.000122	
754.392000	9.948127e-01	1415.225808	1.058561e+01	0.020008	-4.349691e-01	-0.002609	5.592996e-03	0.000082	
754.877000	9.807751e-01	1441.503625	7.266757e+00	0.030747	-3.090037e-01	-0.003609	4.090023e-03	0.000117	
755.363000	9.982924e-01	1420.568163	9.551375e+00	0.022699	-3.846777e-01	-0.002594	4.848728e-03	0.000095	
755.849000	9.886969e-01	1436.033209	7.728366e+00	0.016241	-3.160432e-01	-0.002323	4.026029e-03	0.000071	
756.335000	9.975192e-01	1384.294812	1.402886e+01	0.027925	-5.624251e-01	-0.003112	7.129646e-03	0.000102	
756.820000	9.988779e-01	1410.849912	1.089561e+01	0.027669	-4.445669e-01	-0.002949	5.684586e-03	0.000108	
757.306000	9.990569e-01	1396.605665	1.262156e+01	0.032051	-5.108536e-01	-0.003318	6.517407e-03	0.000121	
757.792000	9.984758e-01	1412.706749	1.057328e+01	0.026692	-4.235469e-01	-0.002845	5.319056e-03	0.000101	
758.278000	9.927091e-01	1405.496390	1.152886e+01	0.018749	-4.681001e-01	-0.003019	5.983840e-03	0.000091	
758.764000	9.962470e-01	1436.824689	7.612171e+00	0.020002	-3.118163e-01	-0.002313	3.964898e-03	0.000077	
759.250000	9.991865e-01	1409.375228	1.106653e+01	0.030683	-4.473572e-01	-0.003256	5.662108e-03	0.000121	
759.736000	9.983065e-01	1411.558380	1.071117e+01	0.024415	-4.311777e-01	-0.002818	5.444142e-03	0.000097	
760.222000	9.982497e-01	1403.690283	1.175008e+01	0.025727	-4.756411e-01	-0.002890	6.048609e-03	0.000102	
