0.024448,0.0088321,1.5603e-12
0.0227,0.0082,0
0.021079,0.0076135,-8.6126e-13
0.019582,0.0070712,-1.0703e-12
0.018205,0.0065721,-8.4872e-13
0.016945,0.0061153,-4.1808e-13
0.0158,0.0057,0
0.014765,0.0053243,2.3077e-13
0.013825,0.0049828,2.8679e-13
0.012962,0.0046691,2.2741e-13
0.012159,0.004377,1.1203e-13
0.0114,0.0041,0
0.01067,0.0038333,-6.1836e-14
0.0099701,0.0035777,-7.6844e-14
0.0093055,0.0033354,-6.0935e-14
0.0086805,0.0031088,-3.0017e-14
0.0081,0.0029,0
0.0075668,0.0027106,1.6569e-14
0.0070764,0.0025385,2.059e-14
0.0066226,0.0023813,1.6327e-14
0.0061993,0.002236,8.0431e-15
0.0058,0.0021,0
0.0054199,0.0019709,-4.4396e-15
0.0050587,0.0018474,-5.5172e-15
0.0047176,0.0017284,-4.3749e-15
0.0043977,0.0016129,-2.1551e-15
0.0041,0.0015,0
0.003825,0.0013891,1.1896e-15
0.0035705,0.0012816,1.4783e-15
0.0033334,0.0011797,1.1723e-15
0.0031109,0.0010851,5.7747e-16
0.0029,0.001,0
0.0026985,0.0009256,-3.1875e-16
0.0025067,0.0008605,-3.9612e-16
0.0023257,0.0008026,-3.1411e-16
0.0021564,0.0007498,-1.5473e-16
0.002,0.0007,0
0.0018571,0.00065172,8.5409e-17
0.0017268,0.00060597,1.0614e-16
0.001608,0.00056435,8.4165e-17
0.0014994,0.00052849,4.146e-17
0.0014,0.0005,0
0.0013085,0.0004795,-2.2885e-17
0.0012238,0.00046362,-2.844e-17
0.0011449,0.00044799,-2.2552e-17
0.0010707,0.00042824,-1.1109e-17
0.001,0.0004,0
0.00093215,0.00036067,6.1321e-18
0.00086751,0.00031475,7.6204e-18
0.0008068,0.00026848,6.0427e-18
0.00075073,0.00022815,2.9767e-18
0.0007,0.0002,0
0.00065492,0.00018821,-1.6431e-18
0.00061413,0.0001886,-2.0419e-18
0.00057589,0.00019488,-1.6191e-18
0.00053843,0.00020077,-7.9761e-19
0.0005,0.0002,0
0.00045939,0.00018808,4.4026e-19
0.00041756,0.00016767,5.4712e-19
0.00037605,0.00014322,4.3385e-19
0.00033635,0.00011918,2.1372e-19
0.0003,0.0001,0
0.00026834,8.9075e-05,-1.1797e-19
0.00024202,8.5537e-05,-1.466e-19
0.00022153,8.7463e-05,-1.1625e-19
0.00020736,9.2926e-05,-5.7266e-20
0.0002,0.0001,0
0.00019927,0.00010682,3.1611e-20
0.00020237,0.00011178,3.9285e-20
0.00020583,0.00011333,3.1153e-20
0.0002062,0.00010992,1.5347e-20
0.0002,0.0001,0
0.00018498,8.2831e-05,-8.4754e-21
0.00016371,6.0925e-05,-1.0537e-20
0.00013994,3.7604e-05,-8.3609e-21
0.00011745,1.6188e-05,-4.1232e-21
0.0001,0,0
9.0393e-05,-8.549e-06,2.2907e-21
8.7592e-05,-1.0686e-05,2.8633e-21
8.9593e-05,-8.549e-06,2.2907e-21
9.4397e-05,-4.2745e-06,1.1453e-21
0.0001,0,0
0.00010464,2.5647e-06,-6.872e-22
0.00010752,3.4196e-06,-9.1626e-22
0.00010808,2.9922e-06,-8.0173e-22
0.00010576,1.7098e-06,-4.5813e-22
0.0001,0,0
9.0239e-05,-1.7098e-06,4.5813e-22
7.5918e-05,-2.9922e-06,8.0173e-22
5.6477e-05,-3.4196e-06,9.1626e-22
3.1358e-05,-2.5647e-06,6.872e-22
0,0,0
